"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 00:00","2019","03","01","00:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 01:00","2019","03","01","01:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 02:00","2019","03","01","02:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 03:00","2019","03","01","03:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 04:00","2019","03","01","04:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 05:00","2019","03","01","05:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 06:00","2019","03","01","06:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 07:00","2019","03","01","07:00","-6.5","","-8.0","","90","","","","36","","1","","24.1","","102.00","","","","-7","","Mainly Clear"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 08:00","2019","03","01","08:00","-5.0","","-7.6","","82","","","","8","","4","","24.1","","102.03","","","","-7","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 09:00","2019","03","01","09:00","-2.6","","-7.8","","68","","","","9","","7","","24.1","","102.07","","","","-5","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 10:00","2019","03","01","10:00","0.1","","-8.8","","51","","","","7","","14","","24.1","","102.01","","","","","","Mostly Cloudy"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 11:00","2019","03","01","11:00","2.0","","-9.6","","42","","","","9","","7","","24.1","","101.95","","","","","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 12:00","2019","03","01","12:00","4.1","","-9.2","","37","","","","9","","6","","24.1","","101.91","","","","","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 13:00","2019","03","01","13:00","5.7","","-8.6","","35","","","","7","","9","","24.1","","101.85","","","","","","Mostly Cloudy"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 14:00","2019","03","01","14:00","6.9","","-8.6","","32","","","","10","","5","","24.1","","101.81","","","","","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 15:00","2019","03","01","15:00","6.8","","-9.0","","32","","","","13","","10","","24.1","","101.82","","","","","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 16:00","2019","03","01","16:00","6.1","","-9.1","","33","","","","11","","10","","24.1","","101.87","","","","","","Mainly Clear"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 17:00","2019","03","01","17:00","5.2","","-9.3","","34","","","","12","","10","","24.1","","101.92","","","","","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 18:00","2019","03","01","18:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 19:00","2019","03","01","19:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 20:00","2019","03","01","20:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 21:00","2019","03","01","21:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 22:00","2019","03","01","22:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-01 23:00","2019","03","01","23:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 00:00","2019","03","02","00:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 01:00","2019","03","02","01:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 02:00","2019","03","02","02:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 03:00","2019","03","02","03:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 04:00","2019","03","02","04:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 05:00","2019","03","02","05:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 06:00","2019","03","02","06:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 07:00","2019","03","02","07:00","-6.0","","-18.1","","38","","","","8","","16","","24.1","","102.95","","","","-12","","Clear"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 08:00","2019","03","02","08:00","-6.5","","-19.5","","35","","","","12","","10","","24.1","","102.99","","","","-11","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 09:00","2019","03","02","09:00","-6.9","","-20.1","","34","","","","10","","8","","24.1","","103.04","","","","-11","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 10:00","2019","03","02","10:00","-5.6","","-20.4","","31","","","","13","","9","","24.1","","103.03","","","","-10","","Clear"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 11:00","2019","03","02","11:00","-4.1","","-20.5","","27","","","","12","","11","","24.1","","102.96","","","","-9","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 12:00","2019","03","02","12:00","-3.3","","-20.4","","26","","","","13","","16","","24.1","","102.90","","","","-9","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 13:00","2019","03","02","13:00","-2.0","","-20.2","","24","","","","13","","16","","24.1","","102.81","","","","-7","","Clear"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 14:00","2019","03","02","14:00","-1.1","","-19.8","","23","","","","9","","16","","24.1","","102.76","","","","-6","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 15:00","2019","03","02","15:00","-0.4","","-19.7","","22","","","","13","","16","","24.1","","102.72","","","","-5","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 16:00","2019","03","02","16:00","-0.2","","-20.5","","20","","","","13","","13","","24.1","","102.71","","","","-4","","Clear"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 17:00","2019","03","02","17:00","-0.9","","-21.2","","20","","","","13","","13","","24.1","","102.69","","","","-5","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 18:00","2019","03","02","18:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 19:00","2019","03","02","19:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 20:00","2019","03","02","20:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 21:00","2019","03","02","21:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 22:00","2019","03","02","22:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-02 23:00","2019","03","02","23:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-03 00:00","2019","03","03","00:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-03 01:00","2019","03","03","01:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-03 02:00","2019","03","03","02:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-03 03:00","2019","03","03","03:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-03 04:00","2019","03","03","04:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-03 05:00","2019","03","03","05:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-03 06:00","2019","03","03","06:00"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-03 07:00","2019","03","03","07:00","-8.6","","-24.4","","27","","","","9","","17","","24.1","","103.19","","","","-15","","Clear"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-03 08:00","2019","03","03","08:00","-9.0","","-23.9","","29","","","","7","","20","","24.1","","103.18","","","","-17","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-03 09:00","2019","03","03","09:00","-8.7","","-23.6","","29","","","","8","","17","","24.1","","103.16","","","","-16","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-03 10:00","2019","03","03","10:00","-6.6","","-23.3","","26","","","","8","","14","","24.1","","103.07","","","","-12","","Clear"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-03 11:00","2019","03","03","11:00","-4.6","","-23.5","","22","","","","10","","17","","24.1","","102.97","","","","-10","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-03 12:00","2019","03","03","12:00","-2.5","","-22.1","","21","","","","8","","10","","24.1","","102.88","","","","-6","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-03 13:00","2019","03","03","13:00","-0.8","","-21.5","","20","","","","11","","14","","24.1","","102.77","","","","-5","","Clear"
"-126.60","52.39","BELLA COOLA A","1060845","2019-03-03 14:00","2019","03","03","14:00","0.8","","-20.2","","19","","","","10","","20","","24.1","","102.67","","","","","","NA"
