"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 00:00","2018","01","01","00:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 01:00","2018","01","01","01:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 02:00","2018","01","01","02:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 03:00","2018","01","01","03:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 04:00","2018","01","01","04:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 05:00","2018","01","01","05:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 06:00","2018","01","01","06:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 07:00","2018","01","01","07:00","-10.3","","-12.8","","82","","","","","","0","","24.1","","95.17","","","","","","Cloudy"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 08:00","2018","01","01","08:00","-10.1","","-12.7","","81","","","","36","","5","","24.1","","95.16","","","","-13","","NA"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 09:00","2018","01","01","09:00","-9.8","","-12.4","","81","","","","","","0","","24.1","","95.21","","","","","","NA"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 10:00","2018","01","01","10:00","-9.2","","-12.3","","78","","","","","","0","","24.1","","95.27","","","","","","Mostly Cloudy"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 11:00","2018","01","01","11:00","-8.6","","-12.0","","77","","","","32","","4","","24.1","","95.30","","","","-11","","NA"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 12:00","2018","01","01","12:00","-7.8","","-11.6","","74","","","","","","0","","24.1","","95.27","","","","","","NA"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 13:00","2018","01","01","13:00","-7.6","","-11.3","","75","","","","32","","4","","24.1","","95.24","","","","-10","","Mainly Clear"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 14:00","2018","01","01","14:00","-7.1","","-10.6","","76","","","","","","0","","24.1","","95.21","","","","","","NA"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 15:00","2018","01","01","15:00","-7.8","","-11.0","","78","","","","32","","4","","24.1","","95.28","","","","-10","","NA"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 16:00","2018","01","01","16:00","-8.1","","-11.0","","80","","","","32","","4","","24.1","","95.32","","","","-10","","Mainly Clear"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 17:00","2018","01","01","17:00","-8.8","","-11.5","","81","","","","5","","4","","24.1","","95.35","","","","-11","","NA"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 18:00","2018","01","01","18:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 19:00","2018","01","01","19:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 20:00","2018","01","01","20:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 21:00","2018","01","01","21:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 22:00","2018","01","01","22:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-01 23:00","2018","01","01","23:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 00:00","2018","01","02","00:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 01:00","2018","01","02","01:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 02:00","2018","01","02","02:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 03:00","2018","01","02","03:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 04:00","2018","01","02","04:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 05:00","2018","01","02","05:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 06:00","2018","01","02","06:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 07:00","2018","01","02","07:00","-10.8","","-12.5","","88","","","","","","0","","24.1","","95.27","","","","","","Mostly Cloudy"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 08:00","2018","01","02","08:00","-10.7","","-12.3","","88","","","","","","0","","24.1","","95.28","","","","","","NA"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 09:00","2018","01","02","09:00","-9.7","","-11.3","","88","","","","","","0","","24.1","","95.26","","","","","","NA"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 10:00","2018","01","02","10:00","-7.7","","-9.5","","87","","","","","","0","","24.1","","95.28","","","","","","Cloudy"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 11:00","2018","01","02","11:00","-6.9","","-9.2","","84","","","","32","","4","","24.1","","95.24","","","","-9","","NA"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 12:00","2018","01","02","12:00","-6.1","","-8.5","","83","","","","","","0","","24.1","","95.14","","","","","","NA"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 13:00","2018","01","02","13:00","-5.3","","-8.3","","79","","","","36","","4","","24.1","","95.09","","","","-7","","Cloudy"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 14:00","2018","01","02","14:00","-5.7","","-8.4","","82","","","","36","","4","","24.1","","95.02","","","","-8","","NA"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 15:00","2018","01","02","15:00","-5.9","","-8.6","","81","","","","36","","4","","24.1","","94.96","","","","-8","","NA"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 16:00","2018","01","02","16:00","-5.8","","-8.3","","82","","","","5","","4","","24.1","","94.91","","","","-8","","Cloudy"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 17:00","2018","01","02","17:00","-5.8","","-8.1","","84","","","","5","","4","","24.1","","94.88","","","","-8","","NA"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 18:00","2018","01","02","18:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 19:00","2018","01","02","19:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 20:00","2018","01","02","20:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 21:00","2018","01","02","21:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 22:00","2018","01","02","22:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-02 23:00","2018","01","02","23:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-03 00:00","2018","01","03","00:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-03 01:00","2018","01","03","01:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-03 02:00","2018","01","03","02:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-03 03:00","2018","01","03","03:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-03 04:00","2018","01","03","04:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-03 05:00","2018","01","03","05:00"
"-122.95","50.13","WHISTLER A","1048899","2018-01-03 06:00","2018","01","03","06:00"
